Hospital,City,State,deathCause,deathRate
CANCER CARE PARTNERS LLC,MISHAWAKA,IN,pneumonia,
COMMUNITY HOSPITAL OF BREMEN INC,BREMEN,IN,heart attack,
COMMUNITY HOSPITAL OF BREMEN INC,BREMEN,IN,heart failure,11.8
COMMUNITY HOSPITAL OF BREMEN INC,BREMEN,IN,pneumonia,11.3
ST VINCENT RANDOLPH HOSPITAL INC,WINCHESTER,IN,heart attack,
ST VINCENT RANDOLPH HOSPITAL INC,WINCHESTER,IN,heart failure,11.3
ST VINCENT RANDOLPH HOSPITAL INC,WINCHESTER,IN,pneumonia,10.2
INDIANA UNIVERSITY HEALTH BLACKFORD HOSPITAL,HARTFORD CITY,IN,heart attack,
INDIANA UNIVERSITY HEALTH BLACKFORD HOSPITAL,HARTFORD CITY,IN,heart failure,11.3
INDIANA UNIVERSITY HEALTH BLACKFORD HOSPITAL,HARTFORD CITY,IN,pneumonia,11.9
ST VINCENT JENNINGS HOSPITAL INC,NORTH VERNON,IN,heart attack,
ST VINCENT JENNINGS HOSPITAL INC,NORTH VERNON,IN,heart failure,12.2
ST VINCENT JENNINGS HOSPITAL INC,NORTH VERNON,IN,pneumonia,11.1
RUSH MEMORIAL HOSPITAL,RUSHVILLE,IN,heart attack,
RUSH MEMORIAL HOSPITAL,RUSHVILLE,IN,heart failure,11.6
RUSH MEMORIAL HOSPITAL,RUSHVILLE,IN,pneumonia,14.9
PULASKI MEMORIAL HOSPITAL,WINAMAC,IN,heart attack,
PULASKI MEMORIAL HOSPITAL,WINAMAC,IN,heart failure,14.4
PULASKI MEMORIAL HOSPITAL,WINAMAC,IN,pneumonia,11.8
INDIANA UNIVERSITY HEALTH PAOLI HOSPITAL,PAOLI,IN,heart attack,
INDIANA UNIVERSITY HEALTH PAOLI HOSPITAL,PAOLI,IN,heart failure,11.8
INDIANA UNIVERSITY HEALTH PAOLI HOSPITAL,PAOLI,IN,pneumonia,13
ST VINCENT WILLIAMSPORT HOSPITAL INC,WILLIAMSPORT,IN,heart attack,
ST VINCENT WILLIAMSPORT HOSPITAL INC,WILLIAMSPORT,IN,heart failure,11.2
ST VINCENT WILLIAMSPORT HOSPITAL INC,WILLIAMSPORT,IN,pneumonia,9.9
ST VINCENT MERCY HOSPITAL,ELWOOD,IN,heart attack,
ST VINCENT MERCY HOSPITAL,ELWOOD,IN,heart failure,13.6
ST VINCENT MERCY HOSPITAL,ELWOOD,IN,pneumonia,12.5
ST VINCENT CLAY HOSPITAL INC,BRAZIL,IN,heart attack,
ST VINCENT CLAY HOSPITAL INC,BRAZIL,IN,heart failure,11.8
ST VINCENT CLAY HOSPITAL INC,BRAZIL,IN,pneumonia,13.5
WABASH COUNTY HOSPITAL,WABASH,IN,heart attack,
WABASH COUNTY HOSPITAL,WABASH,IN,heart failure,13.4
WABASH COUNTY HOSPITAL,WABASH,IN,pneumonia,12.9
INDIANA UNIVERSITY HEALTH TIPTON HOSPITAL INC,TIPTON,IN,heart attack,
INDIANA UNIVERSITY HEALTH TIPTON HOSPITAL INC,TIPTON,IN,heart failure,11.7
INDIANA UNIVERSITY HEALTH TIPTON HOSPITAL INC,TIPTON,IN,pneumonia,13.4
INDIANA UNIVERSITY HEALTH WHITE MEMORIAL HOSPITAL,MONTICELLO,IN,heart attack,
INDIANA UNIVERSITY HEALTH WHITE MEMORIAL HOSPITAL,MONTICELLO,IN,heart failure,10.4
INDIANA UNIVERSITY HEALTH WHITE MEMORIAL HOSPITAL,MONTICELLO,IN,pneumonia,10.8
CAMERON MEMORIAL COMMUNITY HOSPITAL INC,ANGOLA,IN,heart attack,
CAMERON MEMORIAL COMMUNITY HOSPITAL INC,ANGOLA,IN,heart failure,13.3
CAMERON MEMORIAL COMMUNITY HOSPITAL INC,ANGOLA,IN,pneumonia,12.4
ST VINCENT FRANKFORT HOSPITAL INC,FRANKFORT,IN,heart attack,
ST VINCENT FRANKFORT HOSPITAL INC,FRANKFORT,IN,heart failure,15
ST VINCENT FRANKFORT HOSPITAL INC,FRANKFORT,IN,pneumonia,13.3
GREENE COUNTY GENERAL HOSPITAL,LINTON,IN,heart attack,
GREENE COUNTY GENERAL HOSPITAL,LINTON,IN,heart failure,11.5
GREENE COUNTY GENERAL HOSPITAL,LINTON,IN,pneumonia,12
DUKES MEMORIAL HOSPITAL,PERU,IN,heart attack,17
DUKES MEMORIAL HOSPITAL,PERU,IN,heart failure,10.9
DUKES MEMORIAL HOSPITAL,PERU,IN,pneumonia,13.9
GIBSON GENERAL HOSPITAL,PRINCETON,IN,heart attack,
GIBSON GENERAL HOSPITAL,PRINCETON,IN,heart failure,12.5
GIBSON GENERAL HOSPITAL,PRINCETON,IN,pneumonia,13.7
JAY COUNTY HOSPITAL,PORTLAND,IN,heart attack,
JAY COUNTY HOSPITAL,PORTLAND,IN,heart failure,11.2
JAY COUNTY HOSPITAL,PORTLAND,IN,pneumonia,10
PERRY COUNTY MEMORIAL HOSPITAL,TELL CITY,IN,heart attack,
PERRY COUNTY MEMORIAL HOSPITAL,TELL CITY,IN,heart failure,12.7
PERRY COUNTY MEMORIAL HOSPITAL,TELL CITY,IN,pneumonia,12.4
PARKVIEW LAGRANGE HOSPITAL,LAGRANGE,IN,heart attack,
PARKVIEW LAGRANGE HOSPITAL,LAGRANGE,IN,heart failure,13.3
PARKVIEW LAGRANGE HOSPITAL,LAGRANGE,IN,pneumonia,11.1
JASPER COUNTY HOSPITAL,RENSSELAER,IN,heart attack,
JASPER COUNTY HOSPITAL,RENSSELAER,IN,heart failure,13.1
JASPER COUNTY HOSPITAL,RENSSELAER,IN,pneumonia,13.7
ST MARY'S WARRICK HOSPITAL INC,BOONVILLE,IN,heart attack,
ST MARY'S WARRICK HOSPITAL INC,BOONVILLE,IN,heart failure,12
ST MARY'S WARRICK HOSPITAL INC,BOONVILLE,IN,pneumonia,15.6
UNION HOSPITAL CLINTON,CLINTON,IN,heart attack,
UNION HOSPITAL CLINTON,CLINTON,IN,heart failure,12.4
UNION HOSPITAL CLINTON,CLINTON,IN,pneumonia,12
SULLIVAN COUNTY COMMUNITY HOSPITAL,SULLIVAN,IN,heart attack,
SULLIVAN COUNTY COMMUNITY HOSPITAL,SULLIVAN,IN,heart failure,12.7
SULLIVAN COUNTY COMMUNITY HOSPITAL,SULLIVAN,IN,pneumonia,13.8
INDIANA UNIVERSITY HEALTH BEDFORD HOSPITAL,BEDFORD,IN,heart attack,14
INDIANA UNIVERSITY HEALTH BEDFORD HOSPITAL,BEDFORD,IN,heart failure,11.8
INDIANA UNIVERSITY HEALTH BEDFORD HOSPITAL,BEDFORD,IN,pneumonia,13.6
MARGARET MARY COMMUNITY HOSPITAL INC,BATESVILLE,IN,heart attack,
MARGARET MARY COMMUNITY HOSPITAL INC,BATESVILLE,IN,heart failure,10
MARGARET MARY COMMUNITY HOSPITAL INC,BATESVILLE,IN,pneumonia,15.4
ADAMS MEMORIAL HOSPITAL,DECATUR,IN,heart attack,15.1
ADAMS MEMORIAL HOSPITAL,DECATUR,IN,heart failure,12.6
ADAMS MEMORIAL HOSPITAL,DECATUR,IN,pneumonia,13
HARRISON COUNTY HOSPITAL,CORYDON,IN,heart attack,16.6
HARRISON COUNTY HOSPITAL,CORYDON,IN,heart failure,11.7
HARRISON COUNTY HOSPITAL,CORYDON,IN,pneumonia,14.5
DECATUR COUNTY MEMORIAL HOSPITAL,GREENSBURG,IN,heart attack,
DECATUR COUNTY MEMORIAL HOSPITAL,GREENSBURG,IN,heart failure,12.7
DECATUR COUNTY MEMORIAL HOSPITAL,GREENSBURG,IN,pneumonia,11.8
PUTNAM COUNTY HOSPITAL,GREENCASTLE,IN,heart attack,
PUTNAM COUNTY HOSPITAL,GREENCASTLE,IN,heart failure,12.7
PUTNAM COUNTY HOSPITAL,GREENCASTLE,IN,pneumonia,13.7
SCOTT COUNTY  MEMORIAL HOSPITAL AKA SCOTT MEMORIAL,SCOTTSBURG,IN,heart attack,
SCOTT COUNTY  MEMORIAL HOSPITAL AKA SCOTT MEMORIAL,SCOTTSBURG,IN,heart failure,12.2
SCOTT COUNTY  MEMORIAL HOSPITAL AKA SCOTT MEMORIAL,SCOTTSBURG,IN,pneumonia,10.5
ST VINCENT DUNN HOSPITAL INC,BEDFORD,IN,heart attack,14.2
ST VINCENT DUNN HOSPITAL INC,BEDFORD,IN,heart failure,13.5
ST VINCENT DUNN HOSPITAL INC,BEDFORD,IN,pneumonia,15.1
MARSHALLTOWN MEDICAL & SURGICAL CENTER,MARSHALLTOWN,IA,heart attack,15
MARSHALLTOWN MEDICAL & SURGICAL CENTER,MARSHALLTOWN,IA,heart failure,12.2
MARSHALLTOWN MEDICAL & SURGICAL CENTER,MARSHALLTOWN,IA,pneumonia,14.3
ST ANTHONY REGIONAL HOSPITAL,CARROLL,IA,heart attack,
ST ANTHONY REGIONAL HOSPITAL,CARROLL,IA,heart failure,12.1
ST ANTHONY REGIONAL HOSPITAL,CARROLL,IA,pneumonia,14
KEOKUK AREA HOSPITAL,KEOKUK,IA,heart attack,16.2
KEOKUK AREA HOSPITAL,KEOKUK,IA,heart failure,12.6
KEOKUK AREA HOSPITAL,KEOKUK,IA,pneumonia,15.1
TRINITY MUSCATINE,MUSCATINE,IA,heart attack,16.4
TRINITY MUSCATINE,MUSCATINE,IA,heart failure,13.1
TRINITY MUSCATINE,MUSCATINE,IA,pneumonia,12.2
TRINITY REGIONAL MEDICAL CENTER,FORT DODGE,IA,heart attack,14.2
TRINITY REGIONAL MEDICAL CENTER,FORT DODGE,IA,heart failure,11.3
TRINITY REGIONAL MEDICAL CENTER,FORT DODGE,IA,pneumonia,10.6
IOWA LUTHERAN HOSPITAL,DES MOINES,IA,heart attack,15.5
IOWA LUTHERAN HOSPITAL,DES MOINES,IA,heart failure,10
IOWA LUTHERAN HOSPITAL,DES MOINES,IA,pneumonia,11.9
ALEGENT HEALTH MERCY HOSPITAL,COUNCIL BLUFFS,IA,heart attack,16
ALEGENT HEALTH MERCY HOSPITAL,COUNCIL BLUFFS,IA,heart failure,12.7
ALEGENT HEALTH MERCY HOSPITAL,COUNCIL BLUFFS,IA,pneumonia,12.4
MERCY HOSPITAL,IOWA CITY,IA,heart attack,14.2
MERCY HOSPITAL,IOWA CITY,IA,heart failure,12.5
MERCY HOSPITAL,IOWA CITY,IA,pneumonia,9.1
MARY GREELEY MEDICAL CENTER,AMES,IA,heart attack,12.5
MARY GREELEY MEDICAL CENTER,AMES,IA,heart failure,11.3
MARY GREELEY MEDICAL CENTER,AMES,IA,pneumonia,8.2
SKIFF MEDICAL CENTER,NEWTON,IA,heart attack,
SKIFF MEDICAL CENTER,NEWTON,IA,heart failure,14.5
SKIFF MEDICAL CENTER,NEWTON,IA,pneumonia,13.8
GENESIS MEDICAL CENTER-DAVENPORT,DAVENPORT,IA,heart attack,15
GENESIS MEDICAL CENTER-DAVENPORT,DAVENPORT,IA,heart failure,10.1
GENESIS MEDICAL CENTER-DAVENPORT,DAVENPORT,IA,pneumonia,9.8
VA CENTRAL IOWA HEALTHCARE SYSTEM,DES MOINES                    ,IA,heart attack,
VA CENTRAL IOWA HEALTHCARE SYSTEM,DES MOINES                    ,IA,heart failure,11.4
VA CENTRAL IOWA HEALTHCARE SYSTEM,DES MOINES                    ,IA,pneumonia,12.2
SARTORI MEMORIAL HOSPITAL,CEDAR FALLS,IA,heart attack,
SARTORI MEMORIAL HOSPITAL,CEDAR FALLS,IA,heart failure,10.5
SARTORI MEMORIAL HOSPITAL,CEDAR FALLS,IA,pneumonia,11
ST LUKES HOSPITAL,CEDAR RAPIDS,IA,heart attack,12.7
ST LUKES HOSPITAL,CEDAR RAPIDS,IA,heart failure,10.8
ST LUKES HOSPITAL,CEDAR RAPIDS,IA,pneumonia,8.3
JENNIE EDMUNDSON HOSPITAL,COUNCIL BLUFFS,IA,heart attack,12.7
JENNIE EDMUNDSON HOSPITAL,COUNCIL BLUFFS,IA,heart failure,10.7
JENNIE EDMUNDSON HOSPITAL,COUNCIL BLUFFS,IA,pneumonia,14
IOWA CITY VA MEDICAL CENTER,IOWA CITY                     ,IA,heart attack,14.5
IOWA CITY VA MEDICAL CENTER,IOWA CITY                     ,IA,heart failure,12.9
IOWA CITY VA MEDICAL CENTER,IOWA CITY                     ,IA,pneumonia,11.9
GREAT RIVER MEDICAL CENTER,WEST BURLINGTON,IA,heart attack,14.4
GREAT RIVER MEDICAL CENTER,WEST BURLINGTON,IA,heart failure,10.3
GREAT RIVER MEDICAL CENTER,WEST BURLINGTON,IA,pneumonia,12.3
UNIVERSITY OF IOWA HOSPITAL & CLINICS,IOWA CITY,IA,heart attack,14.9
UNIVERSITY OF IOWA HOSPITAL & CLINICS,IOWA CITY,IA,heart failure,12.6
UNIVERSITY OF IOWA HOSPITAL & CLINICS,IOWA CITY,IA,pneumonia,12.4
MERCY MEDICAL CENTER-NORTH IOWA,MASON CITY,IA,heart attack,13.5
MERCY MEDICAL CENTER-NORTH IOWA,MASON CITY,IA,heart failure,12.9
MERCY MEDICAL CENTER-NORTH IOWA,MASON CITY,IA,pneumonia,11.9
COVENANT MEDICAL CENTER,WATERLOO,IA,heart attack,15.7
COVENANT MEDICAL CENTER,WATERLOO,IA,heart failure,13.4
COVENANT MEDICAL CENTER,WATERLOO,IA,pneumonia,11.7
MERCY MEDICAL CENTER-DUBUQUE,DUBUQUE,IA,heart attack,16.2
MERCY MEDICAL CENTER-DUBUQUE,DUBUQUE,IA,heart failure,12.9
MERCY MEDICAL CENTER-DUBUQUE,DUBUQUE,IA,pneumonia,10.6
MERCY MEDICAL CENTER - CEDAR RAPIDS,CEDAR RAPIDS,IA,heart attack,15.9
MERCY MEDICAL CENTER - CEDAR RAPIDS,CEDAR RAPIDS,IA,heart failure,9.1
MERCY MEDICAL CENTER - CEDAR RAPIDS,CEDAR RAPIDS,IA,pneumonia,10.8
MERCY MEDICAL CENTER-CLINTON,CLINTON,IA,heart attack,14.9
MERCY MEDICAL CENTER-CLINTON,CLINTON,IA,heart failure,12.3
MERCY MEDICAL CENTER-CLINTON,CLINTON,IA,pneumonia,11.2
IOWA METHODIST MEDICAL CENTER,DES MOINES,IA,heart attack,16.3
IOWA METHODIST MEDICAL CENTER,DES MOINES,IA,heart failure,13.3
IOWA METHODIST MEDICAL CENTER,DES MOINES,IA,pneumonia,13
MERCY MEDICAL CENTER-DES MOINES,DES MOINES,IA,heart attack,15
MERCY MEDICAL CENTER-DES MOINES,DES MOINES,IA,heart failure,12.2
MERCY MEDICAL CENTER-DES MOINES,DES MOINES,IA,pneumonia,10.6
OTTUMWA REGIONAL HEALTH CENTER,OTTUMWA,IA,heart attack,16.6
OTTUMWA REGIONAL HEALTH CENTER,OTTUMWA,IA,heart failure,11
OTTUMWA REGIONAL HEALTH CENTER,OTTUMWA,IA,pneumonia,10.9
BROADLAWNS MEDICAL CENTER,DES MOINES,IA,heart attack,
BROADLAWNS MEDICAL CENTER,DES MOINES,IA,heart failure,
BROADLAWNS MEDICAL CENTER,DES MOINES,IA,pneumonia,
TRINITY BETTENDORF,BETTENDORF,IA,heart attack,14.8
TRINITY BETTENDORF,BETTENDORF,IA,heart failure,12.2
TRINITY BETTENDORF,BETTENDORF,IA,pneumonia,13.1
ALLEN MEMORIAL HOSPITAL,WATERLOO,IA,heart attack,16.7
ALLEN MEMORIAL HOSPITAL,WATERLOO,IA,heart failure,11.7
ALLEN MEMORIAL HOSPITAL,WATERLOO,IA,pneumonia,12.7
SPENCER MUNICIPAL HOSPITAL,SPENCER,IA,heart attack,16.1
SPENCER MUNICIPAL HOSPITAL,SPENCER,IA,heart failure,13.3
SPENCER MUNICIPAL HOSPITAL,SPENCER,IA,pneumonia,16
THE FINLEY HOSPITAL,DUBUQUE,IA,heart attack,14.8
THE FINLEY HOSPITAL,DUBUQUE,IA,heart failure,11.8
THE FINLEY HOSPITAL,DUBUQUE,IA,pneumonia,10.1
FORT MADISON COMMUNITY HOSPITAL,FORT MADISON,IA,heart attack,16.2
FORT MADISON COMMUNITY HOSPITAL,FORT MADISON,IA,heart failure,11.8
FORT MADISON COMMUNITY HOSPITAL,FORT MADISON,IA,pneumonia,12.7
LAKES REGIONAL HEALTHCARE,SPIRIT LAKE,IA,heart attack,
LAKES REGIONAL HEALTHCARE,SPIRIT LAKE,IA,heart failure,11.7
LAKES REGIONAL HEALTHCARE,SPIRIT LAKE,IA,pneumonia,12.6
ST LUKES REGIONAL MEDICAL CENTER,SIOUX CITY,IA,heart attack,16
ST LUKES REGIONAL MEDICAL CENTER,SIOUX CITY,IA,heart failure,11.4
ST LUKES REGIONAL MEDICAL CENTER,SIOUX CITY,IA,pneumonia,12.4
GRINNELL REGIONAL MEDICAL CENTER,GRINNELL,IA,heart attack,15.5
GRINNELL REGIONAL MEDICAL CENTER,GRINNELL,IA,heart failure,13.7
GRINNELL REGIONAL MEDICAL CENTER,GRINNELL,IA,pneumonia,12.3
MERCY MEDICAL CENTER-SIOUX CITY,SIOUX CITY,IA,heart attack,14.3
MERCY MEDICAL CENTER-SIOUX CITY,SIOUX CITY,IA,heart failure,12.8
MERCY MEDICAL CENTER-SIOUX CITY,SIOUX CITY,IA,pneumonia,13.1
BAUM HARMON MERCY HOSPITAL,PRIMGHAR,IA,heart attack,
BAUM HARMON MERCY HOSPITAL,PRIMGHAR,IA,heart failure,
BAUM HARMON MERCY HOSPITAL,PRIMGHAR,IA,pneumonia,12.5
BELMOND MEDICAL CENTER,BELMOND,IA,heart attack,
BELMOND MEDICAL CENTER,BELMOND,IA,heart failure,
BELMOND MEDICAL CENTER,BELMOND,IA,pneumonia,10.7
WRIGHT MEDICAL CENTER,CLARION,IA,heart attack,
WRIGHT MEDICAL CENTER,CLARION,IA,heart failure,
WRIGHT MEDICAL CENTER,CLARION,IA,pneumonia,13.3
GRUNDY COUNTY MEMORIAL HOSPITAL,GRUNDY CENTER,IA,heart attack,
GRUNDY COUNTY MEMORIAL HOSPITAL,GRUNDY CENTER,IA,heart failure,
GRUNDY COUNTY MEMORIAL HOSPITAL,GRUNDY CENTER,IA,pneumonia,13.2
ALEGENT HEALTH MERCY HOSPITAL,CORNING,IA,heart attack,
ALEGENT HEALTH MERCY HOSPITAL,CORNING,IA,heart failure,12.3
ALEGENT HEALTH MERCY HOSPITAL,CORNING,IA,pneumonia,10.4
JONES REGIONAL MEDICAL CENTER,ANAMOSA,IA,heart attack,
JONES REGIONAL MEDICAL CENTER,ANAMOSA,IA,heart failure,11.1
JONES REGIONAL MEDICAL CENTER,ANAMOSA,IA,pneumonia,10.6
HANCOCK COUNTY MEMORIAL HOSPITAL,BRITT,IA,heart attack,
HANCOCK COUNTY MEMORIAL HOSPITAL,BRITT,IA,heart failure,11.2
HANCOCK COUNTY MEMORIAL HOSPITAL,BRITT,IA,pneumonia,12.9
FRANKLIN GENERAL HOSPITAL,HAMPTON,IA,heart attack,
FRANKLIN GENERAL HOSPITAL,HAMPTON,IA,heart failure,
FRANKLIN GENERAL HOSPITAL,HAMPTON,IA,pneumonia,16.9
ALEGENT HEALTH COMMUNITY MEMORIAL HOSPITAL,MISSOURI VALLEY,IA,heart attack,
ALEGENT HEALTH COMMUNITY MEMORIAL HOSPITAL,MISSOURI VALLEY,IA,heart failure,11.3
ALEGENT HEALTH COMMUNITY MEMORIAL HOSPITAL,MISSOURI VALLEY,IA,pneumonia,11.3
ADAIR COUNTY MEMORIAL HOSPITAL,GREENFIELD,IA,heart attack,
ADAIR COUNTY MEMORIAL HOSPITAL,GREENFIELD,IA,heart failure,
ADAIR COUNTY MEMORIAL HOSPITAL,GREENFIELD,IA,pneumonia,12.2
HAWARDEN COMMUNITY HOSPITAL,HAWARDEN,IA,heart attack,
HAWARDEN COMMUNITY HOSPITAL,HAWARDEN,IA,heart failure,
HAWARDEN COMMUNITY HOSPITAL,HAWARDEN,IA,pneumonia,11.7
GUTTENBERG MUNICIPAL HOSPITAL,GUTTENBERG,IA,heart attack,
GUTTENBERG MUNICIPAL HOSPITAL,GUTTENBERG,IA,heart failure,12.4
GUTTENBERG MUNICIPAL HOSPITAL,GUTTENBERG,IA,pneumonia,11.3
GENESIS MEDICAL CENTER-DEWITT,DEWITT,IA,heart attack,
GENESIS MEDICAL CENTER-DEWITT,DEWITT,IA,heart failure,11.8
GENESIS MEDICAL CENTER-DEWITT,DEWITT,IA,pneumonia,11.4
PALMER LUTHERAN HEALTH CENTER,WEST UNION,IA,heart attack,
PALMER LUTHERAN HEALTH CENTER,WEST UNION,IA,heart failure,12.3
PALMER LUTHERAN HEALTH CENTER,WEST UNION,IA,pneumonia,13.8
MARENGO MEMORIAL HOSPITAL,MARENGO,IA,heart attack,
MARENGO MEMORIAL HOSPITAL,MARENGO,IA,heart failure,
MARENGO MEMORIAL HOSPITAL,MARENGO,IA,pneumonia,11.6
VETERANS MEMORIAL HOSPITAL,WAUKON,IA,heart attack,
VETERANS MEMORIAL HOSPITAL,WAUKON,IA,heart failure,15.9
VETERANS MEMORIAL HOSPITAL,WAUKON,IA,pneumonia,13.3
CENTRAL COMMUNITY HOSPITAL,ELKADER,IA,heart attack,
CENTRAL COMMUNITY HOSPITAL,ELKADER,IA,heart failure,
CENTRAL COMMUNITY HOSPITAL,ELKADER,IA,pneumonia,
COMMUNITY MEMORIAL HOSPITAL,SUMNER,IA,heart attack,
COMMUNITY MEMORIAL HOSPITAL,SUMNER,IA,heart failure,
COMMUNITY MEMORIAL HOSPITAL,SUMNER,IA,pneumonia,14.7
SANFORD HOSPITAL ROCK RAPIDS,ROCK RAPIDS,IA,heart attack,
SANFORD HOSPITAL ROCK RAPIDS,ROCK RAPIDS,IA,heart failure,
SANFORD HOSPITAL ROCK RAPIDS,ROCK RAPIDS,IA,pneumonia,14.8
DALLAS COUNTY HOSPITAL,PERRY,IA,heart attack,
DALLAS COUNTY HOSPITAL,PERRY,IA,heart failure,
DALLAS COUNTY HOSPITAL,PERRY,IA,pneumonia,13.7
GREENE COUNTY MEDICAL CENTER,JEFFERSON,IA,heart attack,
GREENE COUNTY MEDICAL CENTER,JEFFERSON,IA,heart failure,13.2
GREENE COUNTY MEDICAL CENTER,JEFFERSON,IA,pneumonia,12.9
MADISON COUNTY MEMORIAL HOSPITAL,WINTERSET,IA,heart attack,
MADISON COUNTY MEMORIAL HOSPITAL,WINTERSET,IA,heart failure,14.4
MADISON COUNTY MEMORIAL HOSPITAL,WINTERSET,IA,pneumonia,13
DAVIS COUNTY HOSPITAL,BLOOMFIELD,IA,heart attack,
DAVIS COUNTY HOSPITAL,BLOOMFIELD,IA,heart failure,9.9
DAVIS COUNTY HOSPITAL,BLOOMFIELD,IA,pneumonia,13.8
REGIONAL HEALTH SERVICES OF HOWARD COUNTY,CRESCO,IA,heart attack,
REGIONAL HEALTH SERVICES OF HOWARD COUNTY,CRESCO,IA,heart failure,12.2
REGIONAL HEALTH SERVICES OF HOWARD COUNTY,CRESCO,IA,pneumonia,16.8
JACKSON COUNTY REGIONAL HEALTH CENTER,MAQUOKETA,IA,heart attack,
JACKSON COUNTY REGIONAL HEALTH CENTER,MAQUOKETA,IA,heart failure,
JACKSON COUNTY REGIONAL HEALTH CENTER,MAQUOKETA,IA,pneumonia,12.5
AUDUBON COUNTY MEMORIAL HOSPITAL,AUDUBON,IA,heart attack,
AUDUBON COUNTY MEMORIAL HOSPITAL,AUDUBON,IA,heart failure,10.8
AUDUBON COUNTY MEMORIAL HOSPITAL,AUDUBON,IA,pneumonia,12.7
MERCY MEDICAL CENTER-NEW HAMPTON,NEW HAMPTON,IA,heart attack,
MERCY MEDICAL CENTER-NEW HAMPTON,NEW HAMPTON,IA,heart failure,13.1
MERCY MEDICAL CENTER-NEW HAMPTON,NEW HAMPTON,IA,pneumonia,13.4
MANNING REGIONAL HEALTHCARE CENTER,MANNING,IA,heart attack,
MANNING REGIONAL HEALTHCARE CENTER,MANNING,IA,heart failure,
MANNING REGIONAL HEALTHCARE CENTER,MANNING,IA,pneumonia,11.2
STORY COUNTY HOSPITAL,NEVADA,IA,heart attack,
STORY COUNTY HOSPITAL,NEVADA,IA,heart failure,
STORY COUNTY HOSPITAL,NEVADA,IA,pneumonia,10.4
BUCHANAN COUNTY HEALTH CENTER,INDEPENDENCE,IA,heart attack,
BUCHANAN COUNTY HEALTH CENTER,INDEPENDENCE,IA,heart failure,12.8
BUCHANAN COUNTY HEALTH CENTER,INDEPENDENCE,IA,pneumonia,13.1
HEGG MEMORIAL HEALTH CENTER,ROCK VALLEY,IA,heart attack,
HEGG MEMORIAL HEALTH CENTER,ROCK VALLEY,IA,heart failure,
HEGG MEMORIAL HEALTH CENTER,ROCK VALLEY,IA,pneumonia,11.2
VAN BUREN COUNTY HOSPITAL,KEOSAUQUA,IA,heart attack,
VAN BUREN COUNTY HOSPITAL,KEOSAUQUA,IA,heart failure,13.7
VAN BUREN COUNTY HOSPITAL,KEOSAUQUA,IA,pneumonia,13.4
MERCY HOSPITAL OF FRANCISCAN SISTERS-OELWEIN,OELWEIN,IA,heart attack,
MERCY HOSPITAL OF FRANCISCAN SISTERS-OELWEIN,OELWEIN,IA,heart failure,11.1
MERCY HOSPITAL OF FRANCISCAN SISTERS-OELWEIN,OELWEIN,IA,pneumonia,11.6
WAVERLY HEALTH CENTER,WAVERLY,IA,heart attack,
WAVERLY HEALTH CENTER,WAVERLY,IA,heart failure,13.2
WAVERLY HEALTH CENTER,WAVERLY,IA,pneumonia,10.8
DECATUR COUNTY HOSPITAL,LEON,IA,heart attack,
DECATUR COUNTY HOSPITAL,LEON,IA,heart failure,12.5
DECATUR COUNTY HOSPITAL,LEON,IA,pneumonia,13.2
LUCAS COUNTY HEALTH CENTER,CHARITON,IA,heart attack,
LUCAS COUNTY HEALTH CENTER,CHARITON,IA,heart failure,10.9
LUCAS COUNTY HEALTH CENTER,CHARITON,IA,pneumonia,13.6
MONROE COUNTY HOSPITAL,ALBIA,IA,heart attack,
MONROE COUNTY HOSPITAL,ALBIA,IA,heart failure,12
MONROE COUNTY HOSPITAL,ALBIA,IA,pneumonia,13.1
REGIONAL MEDICAL CENTER,MANCHESTER,IA,heart attack,
REGIONAL MEDICAL CENTER,MANCHESTER,IA,heart failure,11.8
REGIONAL MEDICAL CENTER,MANCHESTER,IA,pneumonia,12.6
WASHINGTON COUNTY HOSPITAL,WASHINGTON,IA,heart attack,16.3
WASHINGTON COUNTY HOSPITAL,WASHINGTON,IA,heart failure,11.4
WASHINGTON COUNTY HOSPITAL,WASHINGTON,IA,pneumonia,15.9
OSCEOLA COMMUNITY HOSPITAL,SIBLEY,IA,heart attack,
OSCEOLA COMMUNITY HOSPITAL,SIBLEY,IA,heart failure,13.1
OSCEOLA COMMUNITY HOSPITAL,SIBLEY,IA,pneumonia,12.1
SIOUX CENTER COMMUNITY HOSPITAL & HEALTH CENTER,SIOUX CENTER,IA,heart attack,
SIOUX CENTER COMMUNITY HOSPITAL & HEALTH CENTER,SIOUX CENTER,IA,heart failure,12.4
SIOUX CENTER COMMUNITY HOSPITAL & HEALTH CENTER,SIOUX CENTER,IA,pneumonia,10.4
CLARKE COUNTY HOSPITAL,OSCEOLA,IA,heart attack,
CLARKE COUNTY HOSPITAL,OSCEOLA,IA,heart failure,
CLARKE COUNTY HOSPITAL,OSCEOLA,IA,pneumonia,12
STEWART MEMORIAL COMMUNITY HOSPITAL,LAKE CITY,IA,heart attack,
STEWART MEMORIAL COMMUNITY HOSPITAL,LAKE CITY,IA,heart failure,11.6
STEWART MEMORIAL COMMUNITY HOSPITAL,LAKE CITY,IA,pneumonia,10.9
AVERA HOLY FAMILY HOSPITAL,ESTHERVILLE,IA,heart attack,
AVERA HOLY FAMILY HOSPITAL,ESTHERVILLE,IA,heart failure,11.7
